"tweet_id","customer_text","brand_reply_text","my_intent_label","notes"
"2686565","@115850 @115821 @13142 Bezos Amazon claim to be striving for becoming Earth's most customer-centric organization. However, the customer like me are left with totally unsatisfied and emotionally devastated experiences. Cancelled my order after 4 days, without any prior intimation","@755491 I'm sorry about the order cancellation. This isn't what we want you to experience. You should've received an email stating the reason for the cancellation here: https://t.co/8DAc10S7ww. Further, we'll forward your comments internally for improvements. ^VN","",""
"2474853","@AmazonHelp vabbè ma m'arriverà mai sto pacco? da che dipendono gli slittamenti?","@707541 Da Twitter non posso verificare l'ordine! Contatta il Servizio Clienti da qui: 
https://t.co/Tcp8oCpfoo. A presto! ^CS","",""
"2161869","@AmazonHelp お困り中ですね…","@634824 Twitter上でできる限りサポートさせていただきたく存じます。　よろしければ、ご不明点についてお教えいただけませんでしょうか？　
◆お支払い方法のヘルプページ⇒https://t.co/hysu3YRjdj　SM","","[EDGE CASE: non_english]"
"2528842","@AmazonHelp Can u please recheck as I used the EMAIL US feature u claim u have and sent a very detailed description.. today morning only... hope that feature works and is not a broken one again... and u r not from Mars","@177853 Twitter is a social media platform we'll not be able to access any of your account/order details. Kindly share your details here: https://t.co/ZTYd6BzXR6 so that I can look into the issue and get back to you. ^SH","",""
"2566944","New toys arrived today, yay!
#amazon #echoshow #gadgets https://t.co/awlWbxdzrh","@728156 Awesome sauce! We hope you enjoy! ^GP","",""
"2394479","ok @120533 - delivery was returned to you on 17 october ... how can I contact you re my refund?","@689336 You can contact our CS using the follonwing link https://t.co/hgIrz98cdI and they will help you. ^AR","",""
"2526206","@AmazonHelp Nope","@719308 We're not able to access account sensitive information here on twitter. However, please allow us to take a closer look at the order with you here: https://t.co/hApLpMlfHN ^QJ","","[EDGE CASE: very_short_text]"
"2349534","@115850 Product not delivered to me but on your app / site, it says product delivered. Please resolve asap. I am a prime customer.","@679139 I'm sorry for the incorrect tracking update. Kindly report this to our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^RI","",""
"608028","@AmazonHelp Already communicated nd escalted team several times to escation . What else u wnt frm me. I need to delvr the product at my door step at given delivery address","@226635 I'm sorry, we never intended this. Please fill this form: https://t.co/cllwXbL5Qa and we'll get back to you soon. ^SI","",""
"2688075","@AmazonHelp (fyi the personal dictionary is not listed there any longer in fire os 5.6)","@755825 Please reach out to us here: https://t.co/hApLpMlfHN for further assistance. Thanks! ^AP","",""
"2318094","@115850 Order# 408-8598637-3753102 , Still awaiting for my refund , No response from customer support","@672016 I understand your concern regarding the refund. I'd like to help you, Kindly drop in your details here: https://t.co/GIJyeYqKE0 &amp; I'll contact you soon.
Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AH","",""
"2610686","@AmazonHelp Bien sur ! https://t.co/oneEkYwdrn","@738296 Qu'il est chouuuu 😍😍 Il a quel âge ? Est-il un joueur ? Le mien peut passer des heures à jouer avec sa cousine (ma petite chienne 😍) .
^ARC","","[EDGE CASE: very_short_text]"
"627680","@AmazonHelp Tuesday, November 21","@268657 I'm sorry about the delay. Who's listed as the carrier? ^MI","","[EDGE CASE: very_short_text]"
"2790625","@AmazonHelp  I had complained regarding refund issue for a returned product  2 months ago. Could you please refund my amount  ?","@384074 Apologies for the delay in refund of your order. I'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0 and we'll get in touch with you. Appreciated your understanding. ^SD","",""
"134865","@115821 Drama continues.. Even after requesting replacement form days.. Email came for refund. What's going on??? In every mail and tweet I have asked for replacement. Frm where this refund story came now?? What u guys want to prove. @115851 https://t.co/O7XvnEJVi5","@146400 Apologies for the miscommunication, please respond to the email you've received from social media team and we'll look into it. ^SU","",""
"2170769","@AmazonHelp Yeah ive followed the link through, still dont know when ill recieve original parcel","@636781 When you spoke to us through the provided link, were we able to provide any additional information or options? ^TK","",""
"656141","@AmazonHelp if the comicxology account says there is no membership how come it’s trying to charge my account? It was turned off so I’m not sure why it’s still trying to take a subscription payment out","@276094 I'm sorry it's still attempting to charge you for this membership. Please reach out to ComiXology directly to look into this with you: https://t.co/UNYSyWrwf2 ^CL","",""
"799637","@AmazonHelp By 8pm","@310567 Sometimes there are unexpected delays, this can cause a package to arrive later than intended. Does the tracking show a delay with the carrier? Let us know! ^DA","","[EDGE CASE: very_short_text]"
"2982160","Amazon学生プライムの無料期間きるの忘れてて、放置してたら、有料になってた…ごめん、おかん","@822507 リプライ失礼いたします。Prime Studentの年会費のご請求についてでしょうか。自動更新設定をオフにしない場合、無料体験期間後に本会員に更新されます。更新後特典をご利用でない場合はキャンセル後に返金いたします。 以下ご参照ください。https://t.co/0EvtU8uCMt  HM","","[EDGE CASE: non_english]"
"2747151","@AmazonHelp Después de que no llegó en la fecha ofrecida cambió de estatus y ahora dice que no tiene fecha de entrega y que notificarán cuando tengan una https://t.co/PHY5AKoNiQ","@769251 En ese caso, tan pronto como contemos con una fecha de entrega, recibirás un correo electrónico indicando los detalles. ^JQ","",""
"696629","@AmazonHelp Mal bekommen ich eine Benachrichtigung, mal wird mir der aktuelle Preis nicht mal auf dem Wunschzettel angezeigt, sondern erst, wenn ich den Artikel ansehe. Scheint willkürlich zu sein.","@286218 Hast du dich hierzu schon bei unseren Kollegen gemeldet und das prüfen lassen? Du erreichst sie hier: https://t.co/ohyvGrpvrY ^SK","",""
"2142960","@AmazonHelp If u really care for ur loyal customers u can call me on 9867649098 right now","@630059 Please elaborate your concern. We'll help you with it accordingly. Rest assured. (2/3) ^SV","",""
"2689328","@AmazonHelp Bonjour, non, mon compte a été crée via mon numéro de portable seulement et je viens de voir qu'en rentrant mon identifiant et mon mot de passe que mon compte a été verrouillé. Je suis censé recevoir un SMS m'indiquant comment le déverrouiller mais rien pour le moment.","@756100 Bonjour, je suis désolée d'apprendre cela. N'ayant pas accès à votre compte depuis Twitter veuillez contacter notre service client afin de donner suite à votre requête je vous prie via le numéro suivant: 08 05 10 14 20.^BR","","[EDGE CASE: non_english]"
"1826304","@AmazonHelp Hey i think m done with ur shopping site. No response to emails, item doesn’t deliver, call to ur CS are arrogant n ask me to wait for 2-3 days to get delivered. What crap service is this?","@350881 That's quite a remark! Sorry for any unpleasant experience. I would like to take a closer look into this. Please drop in your details here: https://t.co/beaaDm0muc. We shall get back to once we have your details.^SC","",""
"659324","First time I’ve ever had to contact amazon customer care via chat over an item that’s marked delivered and hasn’t been delivered and they’re hopeless. Wait for it to be delivered is their answer. It’s already marked as delivered. Hopeless!. @AmazonHelp","@276997 I'm sorry you haven't received your order! Have you tried all of these steps to locate your package: https://t.co/M5e5iKpWo4? ^ME","",""
"2473389","@115821 @115850 don’t give the wrong info to the customer and make fool. Order #
408-2564354-3712318","@707232 We apologize for that Pritesh. Could you share your details here :https://t.co/beaaDm0muc so that we can check the available options? ^PR","",""
"140066","@AmazonHelp Voici : C20025897313 Parceque j'ai beau me plaindre à chaque fois (genre colis ouvert pour rentrer les articles 1 par 1 dans ma BaL), vous m'expediez de + en + par Amz Logistics et ça ne va pas mieux. Je vais bien finir par vous quitter hein…","@147600 Vous m'en voyez navrée, est-ce que l'article est intact ? Avez-vous signalé cet incident à notre service client ? ^ASZ","",""
"2529260","@AmazonHelp When I click on ""call me"" it gives me an error in Firefox and nothing happens in Chrome. I've adjusted settings as instructed. 

Could I maybe DM you a number so that you can get someone to call me?","@484670 We do not have access to your Amazon accounts Via Twitter and do not recommend sharing personal details. Please have your dad reach out to us with this link instead: https://t.co/06ZmfTVwm8 ^CL","",""
"607324","お昼にびっくりするメッセージが来た…アマゾン使ったことないから心当たりは全くないし調べて見たらやっぱり詐欺だったー💦みなさんもお気をつけて… https://t.co/7vUAPvuNgH","@264329 すでにお分かりかとは存じますが、Amazonからそのようなメッセージはお送りしておりません。＊SMSにてお客様にご連絡することはございません。Amazonを騙るEメールやSMSが増えているようですので、今後も引き続きご注意ください。 TN","","[EDGE CASE: non_english]"
"2634817","@AmazonHelp Please note that these orders are being carried by DHLPL as a domestic service from a warehouse that is 3h driving from my location. They most of the times arrive within 1 business day. That's why I don't believe my latest order will ever arrive.","@743836 I'm so sorry for your issue, has your order passed the delivery date we provided? ^VF","",""
"644733","@AmazonHelp It says ‘sorry, I don’t know that’","@273029 Thanks for the update! Is Alexa still responding to other commands normally? ^GS","","[EDGE CASE: very_short_text]"
"545769","@AmazonHelp It was a Prime order (29€ with free shipping) . They send me an e mail (few hours ago) to say that the package will arrive the 7th . Thank u","@246885 Sorry for the delay. Thank you, for the update. Our Customer Service personnel are always at your disposal for any questions. ^ZC","",""
"578402","@AmazonHelp can I use my Alexa in the UK to call another Alexa in the USA?","@256158 Hey, please see our help page here: https://t.co/nvaWBGOJwg. ^HS","",""
"2939290","C'est quoi ces colis où n'importe qui peut mettre la main dedans pour se servir @120533 ? https://t.co/Y4IKE4sGUd","@812392 Bonjour, navrée pour cela 😓 J'espère que le contenu est intact. ^MA","",""
"91310","''Amazon Prime'' ich zahle jeden Monat für den ganzen Spaß aber meine Bestellung kommt meistens nicht ein Tag danach an sondern eine ganze Woche später ! Frage mich nur warum man dann damit wirbt .... @117795 @115821 @116618 https://t.co/Fv1RSaL0nX","@135802 Deinen Ärger darüber kann ich verstehen. Allerdings kann es teilweise zu Sendungsverzögerungen aus verschiedenen Gründen kommen. Ich drücke dir jedoch die Daumen, dass du dein Paket so bald wie möglich in den Händen halten kannst. ^SK","",""
"1719195","@AmazonHelp After disappointing  the customer  and the product @115850  what happy to help","@520459 We're sorry to make you feel disappointed. Believe me, this isn't what we intended. Please reach us from the link provided earlier &amp; we'll take necessary actions to make things right.^AR","",""
"128136","Ya me compré unas cosas en @116875 ahora a esperar mi estabilizador yeiii y mis carcazas que rompí de Go Pro 😂","@144783 ¡Hola Katy! Que emoción que hayas aprovechado las ofertas que tiene Amazon esta semana para tí. ¿Piensas comprar algo más? 🤔 ^DQ","",""
"2859933","Heu @120533 vous avez pas l’impression qu’il manque un truc là? @129009 j’suis deg https://t.co/6mt39vZIcX","@794726 Bonsoir, je suis sincèrement désolée pour cela, l'article est-il vendu par Amazon directement ou par un vendeur tiers sur notre site je vous prie .
^KE","",""
"529990","@AmazonHelp Hi I haven’t heard anything?! When will this be sorted please.","@242733 You may have been contacted via e-mail. Have you checked your e-mail for a correspondence? You may also want to check your spam and junk folders as e-mails are sometimes routed to those folders. ^TH","",""
"1464167","Ever since @115821 started using its own service for deliveries—AMZL US—packages are always late by an extra day or two now.","@459849 I'm sorry for this issue with your orders. Please let us look into this with you by sending us information via this page: https://t.co/u8uFm3QTLi ^DO","",""
"2973877","@AmazonHelp finally I got solution , it's just lack of communication your costumer support is awesome thanks Amazon.","@145371 I'll make sure to forward your feedback internally. We try hard to meet the expectations we set. Glad to know that we're succeeding in it. ^SM","",""
"74795","@AmazonHelp All my order history is gone. It's been like this since my Prime expired and now I don't know if I have to re-order. Help? https://t.co/zxCIiZFcSc","@132740 Hi, are you using the app or browser? Have you tried using a different browser or device? ^JC.","",""
"2488924","@AmazonHelp Bonjour, 
J'aimerai acheter Elgato HD60 là il est à 129 € : https://t.co/5btDKkKwNu

Cependant quand je l'ajoute au panier : 
https://t.co/db3OC6gLLq
Comment faire ?","@710766 Bonjour Geoffrey, il s'agit d'une vente flash, vous deviez valider votre commande dans un délai de 15 minutes, sans quoi l'offre expirera et le prix normal pour cet article sera alors affiché dans votre panier. ^ASZ","","[EDGE CASE: non_english]"
"2973784","Hola, @116875 estás a un correo de que te mande a SPAM.
¿Neta, qué intensidad de mandar tanto put0 newsletter?","@820150 Hola. Puedes desactivar los correos promocionales siguiendo este enlace: https://t.co/Mc7pPDo18J   ^JJ","","[EDGE CASE: non_english]"
"577127","oh my god DAMN @115830 @AmazonHelp I have been on the phone for the last 2 damn days and you can't fix your own stupidity and you keep lying to people, because you decided to hire people in INDIA to save money who DO NOT CARE A FUCK for someone thousands of miles away","@232624 Apologies you've had a bad experience. Without providing account information, can you advise what's happened? ^JC.","",""
"2200719","@AmazonHelp No, but this order is fullfilled by Amazon not 3rd party","@283201 Thanks for confirming. Keep us posted on your delivery! We want to help any way we can. If you still need to reach us, you can use the link provided by ^JY yesterday. ^KN","",""
"86096","@AmazonHelp More like the description of what was in the box and what arrived is the issue, like expensive items vanished","@134796 So sorry to hear that Claire, have you gone already through our returns center to check if replacements are available for the missing/wrong items?^MA","",""
"592198","@AmazonHelp Thanks. And Amazon has access to mine my private conversations in my home?","@260147 1/2 Amazon takes your privacy very seriously. You can turn Cloud Cam off from within the Amazon Cloud Cam App. You'll see the small, green light on the device turn off. It only streams to the cloud when it detects motion.","",""
"2211713","@AmazonHelp I cant even get a response now. Its been over a week.","@217205 What's the status of your claim: https://t.co/nwIaxrT2Om? Did an associate say they'd be updating you with the status? ^MG","",""
"177381","Comprei hoje e o pedido já foi enviado. É por isso que te amo, @117086","@157764 Olá, Daniela! Corremos para entregar os pacotes bem rápido! 🏃 Me diga, quando você receberá seu pedido? 🤔 ^CR","","[EDGE CASE: non_english]"
"2961726","@AmazonHelp I contacted support asking about a missing shipment. Your agent refunded my order without my permission and now refuses to replace the order at sale price because it was refunded.","@817322 I am sorry that you were not able to have this resolved in the best manner for you. We would love to have a member of our team look into this with you. Please provide account information here: https://t.co/dYwlxwcour  ^LM","",""
"534223","Xenoblade 2 order further delayed till Tuesday now.

I think Amazon have messed up. Sad now.","@228692 Sorry to hear that. Can I ask what the delivery date provided in your confirmation email was?^TI","",""
"2841835","@AmazonHelp Ho l'app di amazon photos e per ora sono nel periodo di prova. Non appena finisce, dove devo inserire i dati del pagamento? E quanto costa mensilmente?","@131413 Ciao, qui potrai trovare tutte le informazioni necessarie: https://t.co/wJH00rykDW. A presto!

- Claudia","",""
"588776","@115821 @AmazonHelp Well, Amazon did say they notified their drivers and one package was delivered to the door with a photo but we have lost another one that said it was ""delivered to a secure location"" at 10:45 at night but its nowhere to be found.","@259146 I'm sorry for this happening with your delivery. Who was the carrier listed: https://t.co/Y5jpI9gRhE ^DO","",""
"2881333","Hey @120533 , pourquoi refusez vous d’ouvrir un programme d’affiliation pour mon émission @89211 sur YouTube, Dailymotion, sans parler du site  et de son app iOS? Help, please !","@799509 Bonjour Olivier, afin que je puisse vérifier votre dossier, je vous invite à m'envoyer toutes les informations nécessaires via le formulaire suivant : https://t.co/HtUowg2UGX
Veuillez le remplir depuis un PC je vous prie.
^ARC","",""
"538473","@AmazonHelp I tried the chat team earlier. They said someone would email me. So will wait and see what they say I guess. Is there a way to cast to the Echo from the App?","@244839 Great, please keep us informed on the resolution. In the meantime, you can stream from the App to the Echo. You can find out more information here: https://t.co/NUpObEdb4e. ^PJ","",""
"1020058","@124285 @116316 Extrem ärgerlich, wenn man sein Paket aus der #DHL #Packstation holt und es so aussieht. https://t.co/xMHEPTlMNH","@361367 Hi, ist denn der Inhalt unbeschädigt? Gerne kannst du direkt die Kollegen vom Kundenservice darüber informieren, die dein Feedback weiterleiten: https://t.co/ohyvGrpvrY ^SI","",""
"2888194","@115850 @119356 Y is tht I am getting #HindiImposition SMS , been ur customer since 2014 n ths nevr happnd. #Hindi is not my language. Please rectify.. https://t.co/xgyUGdgYS2","@800863 Thank you for bringing this to our notice, Naveen. We'll get it checked by our team internally. ^SY","",""
"160376","@AmazonHelp @AmazonHelp le voici! Sonos PLAY:5 Enceinte Multiroom WiFi - Noir https://t.co/TtodDQ8vLo","@152943 Le prix peut changer entre le moment où vous ajoutez l'article dans le panier et le moment où vous passez votre commande. Ajouter un article dans votre panier ne signifie pas que cet article est réservé ou que son prix est alors bloqué. J'en suis vraiment navrée. ^ASZ","",""
"2880532","Why did I order a 5 pound bag of gummy bears from @115821 on Black Friday? https://t.co/h8sCTNzFYr","@181838 I must say I'm totally ""jelly!"" 😍 I hope you enjoy your gummy bears! ^BN","",""
"2722155","@AmazonHelp Thanks AZ! It's been going on through probably 30 emails and DMs, so we'll see how it plays out this week.","@184771 Please let us know if we may be of any assistance. ^KL","",""
"103122","wanted to watch mr robot but amazon won’t work so inglorious basterds it is","@138682 Mr robot is working, could you please tell us what went wrong and we will assist you accordingly? ^VH","",""
"141080","@AmazonHelp 母が困ってたので呟いたのですが、まさか来るとは思わなかったです。

事の件をメールで送信して返信を待っている状態です。
ご丁寧にありがとうございます。","@147821 リプライいただきありがとうございます。お母さまのご注文の件だったのですね。既にお問い合わせいただいているとの事で、失礼いたしました。順次対応しておりますので、返信を今しばらくお待ちいただければと存じます。HM","","[EDGE CASE: non_english]"
"555355","@AmazonHelp ordered some things for an advent calendar. Should have been here Nov 30 with Prime. Still no update on when it will arrive. What’s the point of Prime if my stuff doesn’t get here on time?","@249662 I'm sorry the order hasn't arrived as expected! Please reach out here: https://t.co/Q7Ftz6nj80 so we can look into this order together. ^AH","",""
"2969478","Thanks @AmazonHelp   did it https://t.co/wcS8b4wNkM","@818691 No problem! Thank you for your feedback! ^VB","","[EDGE CASE: very_short_text]"
"181280","Everyday at my job i get hit on by the same amazon delivery driver. 
Why cant he just deliver his packages without delivering me creepy pick up lines. #creepyamazondeliverydriver","@158566 We'd like to have this issue looked into and investigated by our transportation department for you! As detailed as possible (including approx. time/date &amp; location of delivery), please provide your information for us here: https://t.co/qZ1splY1M8 ^BV","",""
"2909164","@AmazonHelp Nein. Hat nicht geholfen. WLAN getrennt, per WPS-Taste neu verbunden. Hält 2-3 Minuten, WLAN wieder weg. Alle andere Geräte im WLAN haben keine Probleme.","@271129 Hi, konnten dir meine Kollegen im Kundenservice helfen? ^BL","",""
"2877858","Amazonでポチッたアロマディフューザー届いたかわいい https://t.co/wPP2bv0x9z","@798794 かわいい…♪ 癒されますねぇ～( * ˊᵕˋ )
Amazonをご利用いただき、ありがとうございました！ RI","","[EDGE CASE: non_english]"
"2921409","When did @115821 become the worst way to shop??  Bought 2 items that haven't even been delivered yet and today the price has dropped $120 for each of them!  No price adjustment, seriously??","@808535 I understand how frustrating this can be. If your orders haven't shipped, you may be able to cancel them and place new orders at the lower price. If they've already entered the shipping process, you can find return options here: https://t.co/5hYB4lKy8Y ^CC","",""
"2943278","@AmazonHelp **rest","@813121 Rest assured our team will update you. ^MN","","[EDGE CASE: very_short_text]"
"529076","@AmazonHelp Bizarrement on peut tjs l'acheter alors que j'ai reçu cette réponse hier https://t.co/MwWdmYEmKg","@242507 Pour des questions de sécurité, je vous invite à supprimer votre numéro de commande.
Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC :https://t.co/HtUowfLjin 
^SM","",""
