"tweet_id","customer_text","silver_intent","silver_confidence","label_source"
"2262990","@115821 don’t tell me I got guaranteed delivery and then change the date the day I’m supposed to get everything 😤","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"682500","@AmazonHelp Your support is pathetic. Even a electronics store would return or replace a defective TV on the day of delivery","return_replacement_status","high","heuristic_bootstrap"
"246969","Hey @115821 your sellers are getting pretty aggressive with their emails to review their products. #harassment","other","low","heuristic_bootstrap"
"1474638","@120540 ma come è possibile fare un export degli acquisti fatti?","other","low","heuristic_bootstrap"
"775413","@AmazonHelp What's the process of sending echo invitations and which customer get priority to get echo invitation first","other","low","heuristic_bootstrap"
"1894036","Prompte Lieferung in den @116316 Locker, aber dann keinen Code bekommen... Amazon Lockdown sozusagen.","other","low","heuristic_bootstrap"
"274703","@AmazonHelp I want to knw public how u treat customer issues..","other","low","heuristic_bootstrap"
"286797","@AmazonHelp Merci, je viens de vous faire un MP, hier et aujourd'hui","other","low","heuristic_bootstrap"
"38126","@AmazonHelp £6 is a lot for me rn","other","low","heuristic_bootstrap"
"1976656","FYI habe eine richtig gute Fake-Mail erhalten. Absender nicht Amazon + hinter ""Konto wiederherstellen"" steckt ein komischer Link @AmazonHelp https://t.co/xZc4Rm5qQ1","other","low","heuristic_bootstrap"
"1427180","なんかAmazonから有料サイト使用の際の未納分があります、本日中に連絡しないと法的処置に移行しますってショートメール来たんだけどさ。カード登録してんだからそっから落とせよ。つかメールアドレス登録してんだからそっちに送れよって思うよね。みんな気をつけてね。","other","low","heuristic_bootstrap"
"2367909","@115821 This is NOT a helpful feature. I was trying to show my sister the ornament I asked my parents to get me for Christmas and this popped up. Now I know what I’m getting. The surprise is ruined. For me, that ruins Christmas. https://t.co/WXqatLSVnc","other","low","heuristic_bootstrap"
"2205209","@AmazonHelp November 16th when the deluxe which I preordered releases on the 14th.","other","low","heuristic_bootstrap"
"968640","@AmazonHelp But now That link shows my latest order, inTransit. I am reminding you of earlier order of Jio recharge,which has no link to comment on that","other","low","heuristic_bootstrap"
"1699303","@AmazonHelp I hv nt receivd any mail on my registered email. Further would request u to counter me here instead of running away. Put the facts here. I AM CONFIDENT mine is not isolated incidence. Amazon has duped many with fake products. It clear from its behaviour. I appeal to avoid Amazon","other","low","heuristic_bootstrap"
"2402383","@AmazonHelp ive got through by phone now so thank you all sorted","other","low","heuristic_bootstrap"
"1727851","@115850 this is the answer they will give @8105 for more than 7days they kept my money this is totally frauding customers https://t.co/QsyKOFgVBt","other","low","heuristic_bootstrap"
"739104","@115850 To Reduce fraud claims From customers Come up with an Idea where customers will open the package in front of Delivery boy","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1424193","@AmazonHelp I need a positive response from you as you guys already wasted my enough time and lost my patience","other","low","heuristic_bootstrap"
"1510787","@115850 @AmazonHelp I have ordered on 1st Nov in super value sale 
We have  2 box received today out of which 1 item (face wash) is missing but it is showing delivered in you app.
pls solve it","other","low","heuristic_bootstrap"
"2278300","Uh @115821 I need to buy junk from you but your app isn't working 😡","other","low","heuristic_bootstrap"
"2594326","@116875 quisera saber de que sirve pagar una membresia prime, si no van a respetar la entrega de los pedidos? Si me lo van a entregar en 3 dias o cuando se les de la gana, regresenme el dinero de mi membresia por favor y lo pido de manera normal.","other","low","heuristic_bootstrap"
"2386345","@AmazonHelp Lo he intentado, pero @137605 no contesta al teléfono. No lo hicieron ayer cuando recibí el aviso ni hoy tampoco.","other","low","heuristic_bootstrap"
"2269281","@AmazonHelp I will, but chat is more feasible for me, can't call right now. And I see no ""chat"" option.","other","low","heuristic_bootstrap"
"378970","@AmazonHelp She couldn't spell 'librarian'; very noisy background; someone was singing. And this was a transfer; first person answered phone giggling","other","low","heuristic_bootstrap"
"1519064","@AmazonHelp Bereits die zweite Bestellung die seit Prime in die Hose geht, kein Mehrwert für mich. Prime wieder gekündigt","other","low","heuristic_bootstrap"
"1493772","@AmazonHelp Hi, have done that but it’s none of those things. It may well still be in the back of the drivers van but it is urgently needed!","other","low","heuristic_bootstrap"
"71974","@AmazonHelp Ho segnalato. #BRT dice di essere passato due volte e di non avere trovato nessuno. Peccato che: a) sono uno studio professionale, presidio costante; b) c'è portineria; c) #BRT mi avrà già consegnato QUI 200 pacchi. Assurdo!","other","low","heuristic_bootstrap"
"849835","@115825 Wird es ""Fighting Vehicles"" auch in Deutschland geben? https://t.co/McXAH9KVVG https://t.co/oQbkcVkrtP","other","low","heuristic_bootstrap"
"884876","@AmazonHelp It’s delayed","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"247465","@115830 I just received an email saying my package will be late, but I received it on tuesday ??","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1832128","そうじゃんアマゾンズってAmazonプライムでみられるのか
みよう","other","low","heuristic_bootstrap"
"651582","@AmazonHelp Waiting...","other","low","heuristic_bootstrap"
"2883366","@AmazonHelp Already replied... but of no help!!","other","low","heuristic_bootstrap"
"231728","@115850 @133462 there should be a way in which the delivery person can collect those boxes in next delivery
I don't like to throw them and create more waste","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2800395","@AmazonHelp Que llega mañana,  y así llevan desde el sábado","other","low","heuristic_bootstrap"
"463350","@115821 are you kidding me? https://t.co/vtp4jhRVcH","other","low","heuristic_bootstrap"
"2885740","@AmazonHelp not receiving the verification code to buy a gift how do I go about opening my account to complete","account_access_security","high","heuristic_bootstrap"
"1718127","@AmazonHelp @AmazonHelp @115821 Thank you very much for resolving this matter. Really appreciate it. Regards.","other","low","heuristic_bootstrap"
"1573545","@AmazonHelp Various issues. Range of EchonPlus is pitiful so you can attach bulbs when they are near Echo but move them away and they get disabled....","other","low","heuristic_bootstrap"
"2283964","@AmazonHelp Thanks for responding. I don't seem to have any order confirmation emails, only 'dispatch confirmation' emails. Both say Monday, but when I check for what I paid for, I paid for 1 day delivery and that has been missed. I'd like the P&amp;P refunded please.","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"480320","@AmazonHelp Okay cool, thanks!","other","low","heuristic_bootstrap"
"493509","@119356 My Order with Tracking ID 216278212094 has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2903460","@AmazonHelp Nice. I guess I should now expect @115821 customer service to simply apologize and pass me off to someone else? Unbelievable. That link says I should receive a response within 12 HOURS. HOW DOES THAT HELP ME?","other","low","heuristic_bootstrap"
"1553770","@AmazonHelp please call me 7223939372","other","low","heuristic_bootstrap"
"1075308","Por suerte ya los tengo conmigo y sabiendo esto cada vez que vea que la mensajeria es Amazon Logistics haré lo mismo &gt;.&lt; https://t.co/a1UDZZsybd","other","low","heuristic_bootstrap"
"379705","au moins le livreur amazon il vient en un jour ouvré lui.","other","low","heuristic_bootstrap"
"2000582","完全な過失でアマゾンプライム会員になってしまって会費が落ちてしまったので…アマゾンプライムビデオを見なきゃ…ユーリオンアイスの初回（初回だけ録画してない）を3桁回見なきゃ…","other","low","heuristic_bootstrap"
"986355","@AmazonHelp @115850 @AmazonHelp  reaching to Ur customer service is more pathetic... The call gets cut everytime, don't want stupid IVR","general_complaint","medium","heuristic_bootstrap"
"739725","あまぞんプライム会員になってた！年会費ガッツリ落ちてますやん(´･_･`)","other","low","heuristic_bootstrap"
"1257464","@AmazonHelp But why was someone else’s dispatched before me when I placed the order before them?","other","low","heuristic_bootstrap"
"1664807","人生初のAmazonでの買い物です https://t.co/IAQYqIpGB8","other","low","heuristic_bootstrap"
"1225691","Cyber fraud happened to me because of @115850 website auto saving my card without consent. #cheat #Amazon #amazonindia https://t.co/IvvXJpOtnE","general_complaint","medium","heuristic_bootstrap"
"531557","@AmazonHelp 5 days late (and 5 days from orginial delivery date) is not quite what you expect when you're paying for Amazon Prime......","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2557232","@115821 I’ve been trying for two and a half hours to get a code for reset, but no email, is there an outtage or something? https://t.co/tqAEVM23hS","other","low","heuristic_bootstrap"
"683759","@AmazonHelp 17 de novembro. Hoje é 23. Ligaram da transportadora hoje as 9:59. Eu disse “estou no endereço de entrega agora” . Disse que se viessem pela manhã haveria alguém para receber. A atendente disse que não poderia fazer nada. Telefone que ligou foi o (11)309-036-38.","other","low","heuristic_bootstrap"
"606103","@AmazonHelp Yes name and address. Refund doesn't help me as delay of payment=delayed order=next day cut off time. Had to borrow money cos of this","refund_request","high","heuristic_bootstrap"
"973983","@AmazonHelp apologies wont make 4 delay n what I had gone through.Anyway no need to update as I informed if u guys cant deliver by EOD cancel n close it","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2669950","I swear @115830 wait till you’re busy to deliver your orders!! I’ve been off all week waiting for my many parcels and I’ll bet anything they arrive when I’m back at work tomorrow!!","other","low","heuristic_bootstrap"
"1670268","@AmazonHelp Bonjour Amazon, j'attends un appareil photo cher depuis vendredi. UPS le transporte partout en France sauf chez moi. J'ai peur !","other","low","heuristic_bootstrap"
"2733888","Wish amazon wouldn’t use Aramex for its international store orders - they’re literally the worst courier service ever","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"298429","@AmazonHelp Can't. I have severe neuro illness. Can handle tweets or emails only.","other","low","heuristic_bootstrap"
"866160","@AmazonHelp The person I spoke with said she would take care of the problem .... since it happened on 2 occasions I believed her","other","low","heuristic_bootstrap"
"1623422","Só digo uma coisa: comprei 4 livros por 33 reais na @117086 . https://t.co/xTUxJMnZ8y","other","low","heuristic_bootstrap"
"726772","@AmazonHelp This is available on https://t.co/5eo4tFWcUG right. You mean it's not here in India ?","other","low","heuristic_bootstrap"
"2864800","@AmazonHelp Carrier seems to be listed as ""AMZL US""","other","low","heuristic_bootstrap"
"1537455","@AmazonHelp Why don't you do whatever is required to get my order delivered ?? What sort if ""Help"" is this !! Acting like a govt office !! Not expected","other","low","heuristic_bootstrap"
"407061","@AmazonHelp Un vendeur tiers","other","low","heuristic_bootstrap"
"283142","Great Indian Sale of @115850 is in mess. No deliveries in time. Massive delays and deliveries to wrong addresses.","other","low","heuristic_bootstrap"
"2386252","@115821 @116090 I love your service but you can do better! #amazonpackagingfail #environment #waste https://t.co/1m905zDjm2","other","low","heuristic_bootstrap"
"2212168","@AmazonHelp 返答ありがとうございました。助かりました。","other","low","heuristic_bootstrap"
"199901","@AmazonHelp It is being dispatched by Amazon UK.","other","low","heuristic_bootstrap"
"379590","@AmazonHelp Yes but can take 48hrs. Hacker has access to my DOB current and previous addresses. Why can nothing be done immediately?","other","low","heuristic_bootstrap"
"69895","@AmazonHelp @115850 @119625 No solution yet. Disappointed!😔😣 https://t.co/2EaOYwTQMj","general_complaint","medium","heuristic_bootstrap"
"2922591","@AmazonHelp Yup https://t.co/pzKoeW9OkE","other","low","heuristic_bootstrap"
"1211722","Cara @120540 se affidi i tuoi pacchi #prime a @300933 rischi grosso! Faccio prima ad andare in libreria!","other","low","heuristic_bootstrap"
"2914445","Pedi um livro na Amazon e chegou em 2 dias parabéns vocês são muito pica @117086","other","low","heuristic_bootstrap"
"1334988","@AmazonHelp Thank guys how do I gift a book it only had a buy option on the page","other","low","heuristic_bootstrap"
"2803275","@AmazonHelp Desktop web. If you click the Cart button, you can indeed Save For Later. If you Proceed to Checkout, though, no such option. So on me for pressing the wrong button. Still makes no sense to take away an option on that screen, but the option is there if you go to the right place","other","low","heuristic_bootstrap"
"2705744","@AmazonHelp It didn’t show up today 😪","other","low","heuristic_bootstrap"
"1103572","@AmazonHelp @AmazonHelp  so basically what I paid in name of prime customer service to get good and better price and service is waste at all..?","other","low","heuristic_bootstrap"
"666190","先日Amazonのプライムstudentに加入してプライムビデオを観たいんですがアプリが起動しない","other","low","heuristic_bootstrap"
"598039","@AmazonHelp No support  has been offered..  They just made an excuse of pricing  error..i mean wow..","other","low","heuristic_bootstrap"
"379699","@AmazonHelp 20 commandes ces six derniers mois, principalement des livres et des câbles usb","other","low","heuristic_bootstrap"
"2643961","@123813 disculpen, creo que no hay película en la cual no se desfasen los subtítulos, chequen eso porfa 🙏","other","low","heuristic_bootstrap"
"2119275","@116316 Hi, prime is available for Belgium, does that include music too? Thank you.","other","low","heuristic_bootstrap"
"21421","@AmazonHelp I ordered from .fr, but I do not have my order number, only my name and address, scenes as it was ordered for me","other","low","heuristic_bootstrap"
"200040","oi oi @117086 eu to muito triste por favor manda meus livrinhos pra eu ficar muito feliz 😢🔜😍","other","low","heuristic_bootstrap"
"2431150","@AmazonHelp Yes.","other","low","heuristic_bootstrap"
"982991","@AmazonHelp Not those, but a huge fan of the Pixar movies.","other","low","heuristic_bootstrap"
"80630","@AmazonHelp This is the number 0870 042 0479","other","low","heuristic_bootstrap"
"1415221","@AmazonHelp I see and when will the promo take effect as I just put an item in my cart sold by https://t.co/g4wRuPXVSD and didn't see the credit.","other","low","heuristic_bootstrap"
"2605229","Have to say that @116316's own couriers are predictably useless. Item on Prime supposed to be delivered today. Never came @AmazonHelp","general_complaint","medium","heuristic_bootstrap"
"115912","@AmazonHelp Seems like it's a translation issue with non-English languages.","other","low","heuristic_bootstrap"
"2419918","Dear @115821, I got everything I ordered in the mail today except for one item.","other","low","heuristic_bootstrap"
"181155","@115821 why are your german department blocking honest users?","other","low","heuristic_bootstrap"
"425022","@AmazonHelp je viens de le faire à l'instant.","other","low","heuristic_bootstrap"
"365243","@AmazonHelp That's so ridiculous.. asking 2 more days time is not showing ur willinness yo help.. I don't need your product and not interested in buying","general_complaint","medium","heuristic_bootstrap"
"665629","@AmazonHelp No, but being told each day it would be with me the next day kind of skirted around that. Your online chat is the worst I’ve ever seen!","general_complaint","medium","heuristic_bootstrap"
"481495","Hola @116928 , es normal que las empresas que envían nuestros pedidos los doblen de forma de que el paquete quede así y rebienten la puerta del buzón? https://t.co/wxHQBvuBUW","other","low","heuristic_bootstrap"
"480507","Momentos de plena felicidade e realização da minha própria pessoa de mim mesma. Obrigada @117086 por mais uma compra q vai chegar antes do prazo ❤️ https://t.co/ilLGtekxn9","other","low","heuristic_bootstrap"
"354434","@AmazonHelp Hi I got the email by 3AM but still there is no update after that !!!","other","low","heuristic_bootstrap"
"1329506","@AmazonHelp Don’t know, have attached photo https://t.co/Be2jawgoV7","other","low","heuristic_bootstrap"
"1830701","@AmazonHelp That means u are forcing me to buy something with the amount entered due to your server showing bad request after the transaction","other","low","heuristic_bootstrap"
"199979","@AmazonHelp you have my condition for the return in the first tweet itself. Fulfill it then we will talk","other","low","heuristic_bootstrap"
"2144486","@AmazonHelp @115821 hey amazon, why was my package not able to be delivered today?","other","low","heuristic_bootstrap"
"180600","@AmazonHelp I am seeing the option and I won't be able to do that.. @115851 is this the cst service which u promise to ur customer??","other","low","heuristic_bootstrap"
"356695","@AmazonHelp No love @115821","other","low","heuristic_bootstrap"
"1301251","Amazonプライムにクレカなしで参加する方法（検索","other","low","heuristic_bootstrap"
"969238","@AmazonHelp @115850 #Customersatisfaction is much better way to gain business, than to spend money alone. #amazonindia  is losing it. https://t.co/fLDkPXM1pz","other","low","heuristic_bootstrap"
"2220155","Chaque jour qui passe est un petit peu marqué par mon envie de me désabonner de @120533 premium. Tant que je ne pourrais pas virer @132743 et @132988 des livreurs potentiels, le service ne sera pas premium.","other","low","heuristic_bootstrap"
"739693","@AmazonHelp Thanks for the clarification, but even if the charges are levied by the seller, they are too steep &amp; dont warrant a buy!","other","low","heuristic_bootstrap"
"375068","@AmazonHelp  https://t.co/kenSTrXBUd","other","low","heuristic_bootstrap"
"1454133","@AmazonHelp I don't want to pay for 5000 subscription services.  I just want to buy things with Prime like I used to.  Why do you not want my business?","billing_charge_dispute","high","heuristic_bootstrap"
"2814416","@AmazonHelp already communicate me. and I did not get any answer .. I need to unlock the account so that my orders are released. Does anyone speak Spanish?","other","low","heuristic_bootstrap"
"2720041","久しぶりにAmazon利用してみたら、納品書も明細書も領収書も何一つ書類が入っていなくて困惑してる。別に要らないけど、もしかして商品の中に挟まっていたら嫌だな...とゴソゴソ捜しちゃう。","other","low","heuristic_bootstrap"
"182789","@115830 why did you deliver this to our neighbour rather than putting it through the door? #pissedoffneighbours https://t.co/ISEKV71YbZ","other","low","heuristic_bootstrap"
"2886546","娘たちにAmazonさんを勝手に開封された(；´∀｀) https://t.co/aIisDyAM1M","other","low","heuristic_bootstrap"
"1723886","@1404 @115850 
I bought Chimney and bunkbed from amazon and i regret now. Bunkbed still not assembled :( https://t.co/nrw4J289vY","other","low","heuristic_bootstrap"
"1175627","@AmazonHelp I have.  Three times. All I want is confirmation of a refund. The response was wholly inadequate, and I've given feedback about that too!","refund_request","high","heuristic_bootstrap"
"197686","@AmazonHelp Thank you!","other","low","heuristic_bootstrap"
"2683543","Another @AmazonHelp next day delivery not delivered next day","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"607328","@643 My Amazon order, carried by you, has not turned up. My app told me it had been delivered on 17/11/17. Can you solve this mystery for me as Amazon can not because it's down to carrier. I'll be happy to DM you the tracking number. Thanks in advance.","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"721250","@115850 very confusing site u don’t hav any clarification abt ur billing address and shipping address and what d f**k is billing address.","billing_charge_dispute","high","heuristic_bootstrap"
"470857","@AmazonHelp im furious my parcels were not delivered as delivery was refused this is a lie nobody showed up! Every time i try to call cut off and nobody calls back or on hold ages want my orders or full refund to card please help?","refund_request","high","heuristic_bootstrap"
"102984","Amazon customer support continuing to try to process charges onto my account with out my consent. Is this how @115821 supports their customers.
#amazon #badservice https://t.co/kgpAGBXNsY","other","low","heuristic_bootstrap"
"1617308","@115850 @AmazonHelp now u want 2 sell forcefully?why r u forcing me to accept replacement?i don't want to replacement I just need refund.","refund_request","high","heuristic_bootstrap"
"1732575","@AmazonHelp For example, 22:35 , conv. between Riveira and Rodrigo. Just says ""[speaking spanish]"" in the subs. Nothing else","other","low","heuristic_bootstrap"
"493427","@AmazonHelp Monday I think","other","low","heuristic_bootstrap"
"335687","@115821 They said it would 100% be, then I get an email latter showing it'll be two days late. WTF?!","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1449022","@116618 @115830 all of a sudden the apps such as itvhub on our firestick won't open. Any idea why please?","other","low","heuristic_bootstrap"
"2944396","@AmazonHelp Ah Vielen Dank 😁","other","low","heuristic_bootstrap"
"877080","Oi @115830 disgusted by the wasteful packaging of many of your deliveries. Why couldn't you use a vinyl mailer?! https://t.co/qDDQ22jjiG","other","low","heuristic_bootstrap"
"1100538","@AmazonHelp Your 24hrs is up. Is anyone going to ring me as your Customer Service agent said you would?","other","low","heuristic_bootstrap"
"804000","@AmazonHelp Or email me __email__","other","low","heuristic_bootstrap"
"2078561","@115850 
May I know the reason for which a product of 10 rs is being sold at 99 ?
@131283 @120319 @144775 @120320 @734 https://t.co/zTBGjT88T9","other","low","heuristic_bootstrap"
"464337","AMAZONさんから注文の品が職場に届いた！楽しみ〜。
自分で注文してるのにAMAZONの箱を開けるときってワクワクしませんか？ https://t.co/5peqEI6quL","other","low","heuristic_bootstrap"
"246326","@AmazonHelp My registered I'd is __email__ and cont no 8373916808 , no option to raised any request order no 404 -8884235-4161902","other","low","heuristic_bootstrap"
"1736234","@AmazonHelp Y que no lo dejéis en cualquier sitio. Ni a un vecino ni al edificio de al lado. Por algo se facilita una dirección, digo yo","other","low","heuristic_bootstrap"
"2385205","Amazon you are breaking my bank account 😎 Just ordered these cute mini Avengers Characters for my nerd corner 😎😍 https://t.co/AvE4HyjMyb","other","low","heuristic_bootstrap"
"1426755","@121284 Just checked my Prime membership after Echo activation. Renewed already till *2019* 👍 &amp; not on expiry of the current term as the exec said","billing_charge_dispute","high","heuristic_bootstrap"
"2875663","@AmazonHelp Yes, six different items experienced carrier delays.","other","low","heuristic_bootstrap"
"2436000","@115830 hello next delivery to locker at Morrison's promised but no.notificiation yet. Only 1h17m left. Will it be delivered?","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"440230","@AmazonHelp I did not get any fruitful or concluding reply yet, just wanted 2 know d expected tenure to close ds issue... @12934 @1840","other","low","heuristic_bootstrap"
"994160","@115851 Amazon India has pathetic attitude towards customer satisfaction and customer loyalty","general_complaint","medium","heuristic_bootstrap"
"1097844","@AmazonHelp Pls send the link again as I couldn't find it in my inbox.","other","low","heuristic_bootstrap"
"1584485","@115830 why did my delivery date suddenly change without notification? Any why has my order yet to be dispatched? A very sad customer :( https://t.co/cPOFZUakqr","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1442573","@AmazonHelp 3 fois ce jour un responsable dois me tel avant 12h30. Il est un peux en retard.","other","low","heuristic_bootstrap"
"315764","Hat eure #Alexa auch Probleme Musik abzuspielen? @115821 @116316","other","low","heuristic_bootstrap"
"481655","I have chronic sinusitis and now have a really bad sinus infection....I waited up for my delivery and almost cried when I saw it wouldn't be delivered today....I'm home again today. @115821 please come through 🙏🏽😢 #icantbreathe https://t.co/NkFRawdhj0","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2877703","@399451 @115821 Is there a way to get it locally here in the Philippines? I asked a local music store and they told me they are no longer selling Evanescence because EMI, a local label/distributor, is no longer existent. :(","other","low","heuristic_bootstrap"
"1842364","@AmazonHelp What do I get in return ?","other","low","heuristic_bootstrap"
"2508827","really freakin fed up with you guys, @115821 !!!!!! 😡😡 ready to close my account","other","low","heuristic_bootstrap"
"2464819","@AmazonHelp I called and we have a new Kazoo coming in. What I think might have happened is someone out it in the wrong mailbox. Thanks for helping tho","other","low","heuristic_bootstrap"
"665671","@AmazonHelp @118342 @115851 @173705 @1414 did not receive anything. This is d precise reason amazon ahould b banned in india.","other","low","heuristic_bootstrap"
"2151001","Hey @AmazonHelp, I ordered silicon gummibear molds, but what showed up wasn't even close. Order says ""Can't be returned."" Suggestions? https://t.co/HYdkq1N6pA","other","low","heuristic_bootstrap"
"2843800","@AmazonHelp Buenas, en un pedido que me ha llegado hoy me faltan unos tornillos y me sobran otros de menor tamaño, además la parte donde venían los tornillos ya venia abierta y todos los tornillos sueltos por el paquete, me gustaría saber si podria obtener los tornillos faltan","other","low","heuristic_bootstrap"
"2395799","@AmazonHelp Non mais vraiment c'est pas grave, je peux attendre demain, j'apprécie que vous preniez le temps de me répondre, faudrait juste penser a ne pas utiliser la poste pour les livraisons rapides. Je n'ai jamais de problème avec les autres transporteur. Merci pour votre réponse.","other","low","heuristic_bootstrap"
"1495980","@116928 Ayer se supone que me llegaba un pedido y estando en casa me ponen que se había intentado entregar pero que no se había podido...","other","low","heuristic_bootstrap"
"1741753","@AmazonHelp Désolé je n'ai pas à remplir quoi que ce soit. Je certifie mes dires et je n'ai plus l'intention de dépenser un centime chez Amazon","other","low","heuristic_bootstrap"
"1910351","Salut @AmazonHelp je m'inquiette sur un article ou j'ai pas eux d'information dessus encore et j'aimerais savoir ou il en n'es rendu mon colis","other","low","heuristic_bootstrap"
"2452542","@AmazonHelp Pls check my DM Regarding same order.","other","low","heuristic_bootstrap"
"2824003","Who is taking us for a fool? Well you can figure it out. @115821 @122986 @115850 https://t.co/DLGdXwDJoH","other","low","heuristic_bootstrap"
"693902","@115850 Any plans of including Kannada ebooks? or just confining to Hindi, Tamil, Marathi, Gujarati and Malayalam ?","other","low","heuristic_bootstrap"
"1474132","@AmazonHelp how do I opt into photo delivery? I hit opt out to see what happens but I actually want it. #prime #amazon","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"683102","@AmazonHelp Need an update on urgent basis.
#amazon","other","low","heuristic_bootstrap"
"874523","@116875 Ese ya lo tengo tio amazon y la de mario odyssey para cuando? Ya sale eñ 27","other","low","heuristic_bootstrap"
"622351","@AmazonHelp Pedí dos cosas hace una semana, me ponía que llegaba el día 15, luego que llegaba el día 20 y no me ha llegado nada, ni notificación ni nada.","other","low","heuristic_bootstrap"
"260352","@AmazonHelp Je sais que je suis le bienvenu sinon je vous aurez pas poser la question pour l'écran LoL","other","low","heuristic_bootstrap"
"1041238","@AmazonHelp Shittiest customer service ever.","other","low","heuristic_bootstrap"
"2074044","@115850 @AmazonHelp 
I understand apologies but what is with the mother and speedy recovery ? Not happy this time Amazon. https://t.co/t99ANKaOfz","other","low","heuristic_bootstrap"
"930174","@AmazonHelp That just seems to tell me how to create new ones, that page doesn’t all seem relevant to the conversation previous to when ^BV replied.  Whoever ^CS was seems to have figured it out.","other","low","heuristic_bootstrap"
"2532012","@AmazonHelp There's no concern, just appreciating your service.","other","low","heuristic_bootstrap"
"1219904","@115850 I placed and order for cooler master. No one called me and I got message that delivery was attempted. Worst delivery system","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"812111","@AmazonHelp I have not received mail however I have given feedback on the page that opened. Till now product not delivered.","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1140984","@AmazonHelp Super apoio, adotar é tudo de bom :D","other","low","heuristic_bootstrap"
"432927","@AmazonHelp Y'all hire just anybody to be Amazon drivers, don't train them, and let them get away with stealing or ""losing"" packages...????","other","low","heuristic_bootstrap"
"1237578","@AmazonHelp Amazon EE UU. Gracias!","other","low","heuristic_bootstrap"
"1125155","@115850 1st time felt poor service by Amazon, I have complained about my cashback and till date I didn't got it.","billing_charge_dispute","high","heuristic_bootstrap"
"2588670","@AmazonHelp ""En camino"", ""Entrega hoy"". Decía que con cierto retraso. El caso es que los retrasos se están repitiendo demasiado.","other","low","heuristic_bootstrap"
"297924","@AmazonHelp I am still waiting for my refund any update??","refund_request","high","heuristic_bootstrap"
"530420","Dear @115850 See the reason for delay. Please try to deliver my product as soon as possible https://t.co/Cy9PBLzlZo","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2540319","@AmazonHelp Ok j'attends aujourd'hui j'irai voir à la poste demain avec le papier quand même si j'ai rien aujourd'hui ! Meeerci bcp pr votre aide bonne journée ☺","other","low","heuristic_bootstrap"
"2723383","Fire TV買ったー https://t.co/hn8WwFBomd","other","low","heuristic_bootstrap"
"530720","@AmazonHelp I was supposed to get a delivery of this book yesterday. But the delivery boy hasnt turned up with the goods till now. Could you help? https://t.co/OlejChjS8r","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2538150","@AmazonHelp amazon.in","other","low","heuristic_bootstrap"
"1953583","@AmazonHelp 了解致しました。
お返信ありがとうございます。","other","low","heuristic_bootstrap"
"2538972","@AmazonHelp @115851 @115821 @115851 pl see d irresponsible response by ur team. instead of probing the matter the are giving scenarios &amp; lame excuses.Why same order is not delivered back which was intentionally not done by ur delivery partner? who is responsible 4 mental harassment? why no customer care? https://t.co/Bbp5UC6WBj","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1328388","@AmazonHelp わざわざご返信していただき恐縮です。出品者の方には一度問い合わせ済みです。海外からの発送ということなのでもう少し気長に待ってみます。ありがとうございます。","other","low","heuristic_bootstrap"
"142030","@AmazonHelp I don't get anything, it goes in my cart and then disappears","other","low","heuristic_bootstrap"
"1818558","Amazonさん、僕はずっと家にいてまだ荷物来てないのに配達完了とかなってるんですが","other","low","heuristic_bootstrap"
"2600853","@116928 EQ0001544783. Necesito saber a qué vecino han dejado este pedido ya que no me lo han comunicado. Es por no ir puerta por puerta mendigando. Gracias","other","low","heuristic_bootstrap"
"239023","@115850  I bought one plus 3T phone on 21st sep 2017(ORDER # 408-8137211-1133927). product was defective. On placing return, amazon1/2","wrong_or_damaged_item","high","heuristic_bootstrap"
"191643","@AmazonHelp Shared my email address, via DM","other","low","heuristic_bootstrap"
"2783171","So @115830 do you really think it’s acceptable to leave a package outside and then casually place a note on my door telling everyone where it is? So much for leaving it with a neighbour! Also, the packaging is ruined because of the rain.. not good amazon, not good. https://t.co/FxykbERbOz","other","low","heuristic_bootstrap"
