"tweet_id","customer_text","brand_reply_text","thread_id","created_at"
"607324","お昼にびっくりするメッセージが来た…アマゾン使ったことないから心当たりは全くないし調べて見たらやっぱり詐欺だったー💦みなさんもお気をつけて… https://t.co/7vUAPvuNgH","@264329 すでにお分かりかとは存じますが、Amazonからそのようなメッセージはお送りしておりません。＊SMSにてお客様にご連絡することはございません。Amazonを騙るEメールやSMSが増えているようですので、今後も引き続きご注意ください。 TN","607324","Wed Nov 22 11:38:28 +0000 2017"
"1004652","KD meus mimos @115821","@357791 Oi Márcia, como podemos lhe ajudar? ^AZ","1004652","Sat Nov 25 16:34:17 +0000 2017"
"1314663","@115851 @AmazonHelp @115821 I ordered something n i got cheated, lost my invaluable 10 days,  highly disappointed☹️☹️☹️☹️ https://t.co/r94RNy9hHP","@426693 We've responded to your concern here:https://t.co/fJCPMJQbFh ^EM","1314663","Fri Oct 27 07:01:17 +0000 2017"
"347912","@AmazonHelp Yes have done that twice","@198854 I sorry for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0. We will look into it. ^SB","347911","Sun Oct 08 12:34:23 +0000 2017"
"1209454","@AmazonHelp merci! pouvons-nous passer en dm?","@403921 Oui, vous pouvez nous contacter en DM.
^YL","1209456","Wed Oct 25 11:01:53 +0000 2017"
"1711435","@115821 I tried to order online but I'm visiting another country at the moment. Why is my order and account blocked?","@518429 I'm sorry! What kind of problem is this? Can you log in? Any error messages? Lastly, which site are you on (.com, .co.uk, .nl)?^WT","1711435","Tue Nov 07 01:49:25 +0000 2017"
"1580397","@AmazonHelp Yes I have informed you through the link and also via email
__email__
+919891862790","@401959 Please don’t provide account details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS","1580395","Mon Nov 06 12:29:40 +0000 2017"
"2809812","@AmazonHelp 一品ずつ注文してるのでまとめて発送などのオプションは表示されません。
Amazonさん側が別々の注文をまとめてると思われますが。","@783613 ご不便をおかけし誠に申し訳ございません。ご指摘については真摯に受け止め、今後のサービス改善に努めて参ります。　SM","2809813","Wed Nov 22 06:19:22 +0000 2017"
"934377","@AmazonHelp Just spent 10 minutes on the phone, disappointed and frustrated that no one is willing to help","@341646 Oh no! I know this is frustrating. Just to clarify, can you tell us who the courier is for this order? https://t.co/aaDyEz1VgE ^AL","934376","Sat Oct 21 17:55:55 +0000 2017"
"266003","@117086 QUE VEM. Ta virando novela eu ter que entrar no site do associados para entrar em contato TODOS OS DIAS e me responderem quando BEM ENTENDER","@158442 Boa noite DaYukie. Você não recebeu uma resposta do nosso SAC? ^JJ","266011","Thu Oct 05 23:16:23 +0000 2017"
"2921448","@AmazonHelp i’ve called lasership four times. in hopes of contacting the delivery driver to rectify this. no. i’ve had no assistance whatsoever. lasership is the worst carrier and i hope you  think twice about your partnership.","@808544 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance:  https://t.co/hApLpMlfHN ^LL","2921447","Wed Nov 29 01:37:06 +0000 2017"
"142944","チャリあたりながら酒飲もうと思ったのにタイヤ欠品のため弄れず、Amazonのカスタマーセンターの対応が温かすぎて酒がうまい https://t.co/Y9oBmJEmae","@148268 ご迷惑をおかけしております。カスタマーサービスのご対応についてお褒めいただき恐縮です。当サイトのご利用に際し何かございましたら、いつでもご遠慮なくお問い合わせくださいますようお願いいたします🙇‍♀️ HM","142944","Fri Nov 24 12:28:13 +0000 2017"
"749688","@AmazonHelp delivery 1 delivered to the wrong street. Delivery 2 the same day not delivered at all. #poorservice","@299200 Oh no! I'm sorry for the poor delivery experience! We'd like to investigate this together by phone: https://t.co/JzP7hlA23B ^TG","749688","Wed Oct 11 17:26:58 +0000 2017"
"2895910","Joder que ganas de ver la temporada 2 de The Grand Tour @116618","@802494 ¡Hola Manuel! Esperamos que puedas disfrutar de todo el contenido de nuestra plataforma Prime Video. Cuéntanos, ¿ya eres fan de The Grand Tour? 😎🏎 ^MZ","2895910","Tue Nov 28 16:09:10 +0000 2017"
"373314","@AmazonHelp my package never came","@204462 I'm sorry! Deliveries may be made as late as 8PM. Who's the carrier under tracking: https://t.co/Y5jpI9gRhE? ^WT","373314","Sun Oct 08 23:53:57 +0000 2017"
"445441","@AmazonHelp No me han pasado porque me han colgado 4 veces despues de esperar 15 min en cada llamada","@220494 Lamentamos esta experiencia. Recuerda que puedes reportar lo sucedido con nuestro Soporte al Cliente. 
Saludos,

^Andrea V","445442","Wed Nov 22 10:07:47 +0000 2017"
"2674386","@115830 got an email yesterday saying a package has been posted through my letterbox but nothing has turned up - what should I do?","@752864 Hello! Thanks for reaching out today. I'm sorry about this! When you have a moment, please contact us directly here so that we can take a look into available options: https://t.co/JzP7hlA23B ^SM","2674386","Sun Nov 19 12:09:23 +0000 2017"
"535796","@AmazonHelp tal vez no entendieron mi inglés??? Se como sea la orden tardo 2 días y el reembolso que se me prometio nunca llego tampoco. 48hrs?? Ya van 72hrs y nada no mientan a los clientes","@243933 Lamentamos lo sucedido Carlos. ¿Has entrado en contacto con nuestro Soporte al Cliente para tener más información al respecto? ^AZ","535796","Sat Dec 02 12:11:50 +0000 2017"
"2170835","@115823 not sure if you are gonna be responding. Umm.. help please?","@149641 Could you please elaborate the issue so that we can assist you accordingly? ^SU","2170835","Thu Nov 09 12:48:58 +0000 2017"
"570078","@AmazonHelp No updates, but i needed it yesterday, missed a project because of it","@253813 Did we miss the date given on the confirmation email? Who was the carrier? We are here to help! ^BA","570084","Sun Dec 03 03:29:33 +0000 2017"
"448637","@AmazonHelp Yes..... It was an Amazon Shipping delivery (that's the carrier listed) live-chat don't understand the severity of the driver stealing parcels on the run-upto Xmas! He didn't even step foot on the driveway","@221294 Our team would like to make sure this is escalated and addressed. When you have a moment, please send us your info directly using this link: https://t.co/SRTSq08lDF ^JR","448640","Thu Nov 30 20:52:28 +0000 2017"
"45546","@AmazonHelp I did. The only solution I got was a discount on a new device. Absolutely pathetic no concern abt service/repair #Kindle (1/2)","@126083 I get you being upset. I'll ensure to forward your feedback to the concerned team internally for a review. ^NK","45545","Wed Nov 01 17:52:14 +0000 2017"
"2230725","@AmazonHelp  https://t.co/caIUiYCo4x","@650962 That's odd! We'd like to look into this further with you. When you can, please reach out to us here: https://t.co/hApLpM3Ejd ^HM","2230724","Thu Oct 19 17:19:50 +0000 2017"
"1665244","@AmazonHelp Dois-je en déduire que Amazon s'est reconverti en magicien ?","@507413 N'ayant pas accès à votre compte, je vous invite à contacter notre SAV via le lien suivant : https://t.co/hgIrz98cdI
^SM","1665246","Mon Nov 06 10:48:47 +0000 2017"
"791032","@AmazonHelp @115850 my order has arrived in lucknow since last 2 days but no call or message has came regarding delivery.kindly lookout https://t.co/sEc9JCzgq8","@177540 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^AS","791032","Thu Oct 12 12:01:03 +0000 2017"
"627803","Bonjour @AmazonHelp , un produit qui est encore en livraison vient de baisser de 20% de prix chez vous, il y a moyen d'avoir la différence ? Merci","@268685 Bonjour, nous ne proposons malheureusement pas cette option, toutefois, vous pouvez procéder au retour du produit déja acheté. ^SA","627803","Wed Nov 22 14:53:25 +0000 2017"
"1612471","@AmazonHelp Wow. So what about the pricing policy during big billion days and mad million days . You should make sure that the price for the prime members is lower right? If the pricing policy is not in your hands then what is the meaning of prime membership at the first place.","@146868 I get your concern. We consistently offer competitive prices on everything we carry, however, the prices on our website are subject to change. From my end I will certainly forward your feedback internally for a review. ^BS","1612468","Sun Nov 26 04:24:42 +0000 2017"
"2906695","@AmazonHelp In the UK not US","@438390 Sorry! Please check here: https://t.co/UPwF99FBtk ^TR","2906696","Tue Nov 28 19:50:25 +0000 2017"
"740979","@AmazonHelp @115850 @AmazonHelp you can't block any customers without any reasons. If you block please give reasons https://t.co/iZWe7wSRFC","@297212 We've responded to your query here: https://t.co/A8MevHhVgJ. ^MM","740978","Wed Oct 11 13:51:53 +0000 2017"
"2320702","@115830 After being a prime member for years, at the same address, I get notified (via text &amp; email) that: ‘The carrier is unable to gain access to the front door to deliver the parcel’ when I am actually at home! Didn’t even bother to ring intercom #amazon #delivery #fail","@658381 Hi there! I'm sorry about this, Essy. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B We'd like to help! ^SM","2320702","Sun Nov 26 16:35:49 +0000 2017"
"2104343","@120540 Sono stufo di trovare i pacchi nel cestino del pane! Chiamo il servizio clienti e si scusano. Il più delle volte trovo cose rotte. Servizio come sempre scandaloso!","@621236 Puoi darci maggiori informazioni? Nel cestino del pane? ^GA","2104343","Wed Nov 08 12:19:05 +0000 2017"
"954961","@AmazonHelp Just that someone would reply within 12hrs","@346580 Let us know if you haven't heard anything within that time. For a faster resolution, please use the phone or chat option. ^GG","954960","Sat Oct 21 21:55:30 +0000 2017"
"2885003","amazonさん、わたしのお急ぎ便（昨日着予定）は一体いつ届くのかなー
ほら、おととい注文したあのお急ぎ便ですよ

謎のワード、デリバリープロバイダで検索したら悪評しか出てこない
ある意味すごい

しくった","@800238 大変ご迷惑をおかけしております。カスタマーサービスにて状況を確認のうえ対応させていただければと存じますので、お手数ですが、こちらよりお問い合わせをお願いいたします。https://t.co/9q0yCAfHta RI","2885003","Tue Nov 28 11:11:48 +0000 2017"
"183021","@AmazonHelp 2 BD et 1 guide pour combattre le sexisme au travail 😁","@159045 Ah ok 👌 👌 moi je suis plus tôt branchée science-fiction, thriller... ^SA","183020","Wed Oct 04 18:29:27 +0000 2017"
"2941959","@115821 Yes it does. I have already reached out to your service department to get this resolved.","@812838 Great! Please let us know if there's anything else we can try to help out with! ^WJ","2941958","Wed Nov 29 14:59:33 +0000 2017"
"2776358","@116928 qué pasa con este envío? Vivo en el mismo sitio en el q las cientos de veces anteriores no habéis tenido problema en entregar. Gracias https://t.co/bJrhuCTMPb","@775758 Hola Lourdes, por acá no tenemos acceso a tu cuenta. Te recomendamos seguir las indicaciones que la misma página web te indica para obtener más información ^AR","2776358","Tue Nov 21 09:37:14 +0000 2017"
"2828057","@115830 whats point having #AmazonPrime when the delivery is 3 days not 1?","@464170 Sorry for any troubles caused! Did we miss your original estimated delivery date provided here: https://t.co/aaDyEz1VgE ? ^TH","2828057","Mon Nov 27 11:20:04 +0000 2017"
"1086785","@115830 is there a way to find out why my item couldn't be delivered? Supposed to arrive by 9pm but it ""failed"" to deliver.","@376347 I'm sorry for the delay! If you'd like to seek additional information, please contact us here: https://t.co/JzP7hlA23B ^ST","1086785","Mon Oct 23 18:27:17 +0000 2017"
"538620","Caraca @117086 , vocês estão de parabéns! Comprei um livro ontem à tarde e já chegou hoje! 😱 https://t.co/sjUJso28zW","@244874 Olá Nick! Que notícia boa! 😍 Qual livro você comprou? ^AZ https://t.co/7jzn2jzdtf","538620","Sat Dec 02 14:10:22 +0000 2017"
"1575717","@AmazonHelp I was expecting a package to arrive yesterday &amp; it hasn't. Then it shows update saying it would arrive today by 8pm--it's now after 8pm and the items have not been delivered! They arrived yesterday morning to a city less than 1 hour away--when will my package arrive?!","@485529 Oh no! I'm so sorry your package hasn't arrived yet. Can you tell us who the carrier is? If you're unsure, you can check here: https://t.co/Y5jpI9ys9c ^AY","1575717","Sun Nov 26 03:08:25 +0000 2017"
"822673","And my @115821 package that was supposed to come today isn't here 😩","@315963 Oh no! We'd be happy to help! Could you tell us the latest tracking update showing here: https://t.co/Y5jpI9gRhE ^ML","822673","Thu Oct 12 23:20:27 +0000 2017"
"2522385","@115821 how come I could get my Kindle delivered to Puerto Rico last year but all Echo products can't be sent here? They are all electronics. Can you help me out? Planning my Xmas Shopping!","@535487 I'm sorry for the difficulties ordering! Shipping on some items is restricted. You can check out the reasons here: https://t.co/JWYWeQniAD

-Cole O.","2522385","Thu Nov 16 01:26:34 +0000 2017"
"1665315","Los sobres de cartón de envíos @116928 son excelentes carpetas para documentos! #reciclaje #pequeñosgestos #ecología https://t.co/IkPKjD9Vbs","@507423 Es una excelente manera de reciclar, no lo habíamos pensado antes ♻️😄 ^VL","1665315","Mon Nov 06 10:46:31 +0000 2017"
"522577","@AmazonHelp Shipped through AMZL US my bad :)","@240708 Thank you for the information! We'd like to have one of our logistics specialists take a look at your order. At your earliest convenience, please submit your order and contact information here: https://t.co/FVezgZdKoA ^TN","522576","Sat Dec 02 04:30:49 +0000 2017"
"2698937","@AmazonHelp I would also update your website to mention up to 9pm, just so you can pretend to be a broadband provider and cover your back","@698682 Late parcels are typically received within 24 hours. If you don't receive by tomorrow or prefer direct order assistance, please phone or chat with us here: https://t.co/JzP7hlA23B ^AN","2698938","Sun Nov 19 20:04:10 +0000 2017"
"543567","Ordered an @116439 with hd antenna end of November. @115821 is not able to get it to me until 1/9/18 or later...what am I supposed to do for local network sports until then?! So much for free two day shipping.","@246251 Hi, Karl,thanks for reaching out. Two day shipping means the item will be delivred two days after we dispatch it. More info can be found here: https://t.co/gRs0v3hUku.^SM","543567","Sat Dec 02 16:17:16 +0000 2017"
"2129449","@115850 my order not delivered from last one month, customer service just says, unable to find order, pathetic service, can anyone help??","@626835 Sorry for the ordeal. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^SC","2129449","Sun Oct 29 03:27:54 +0000 2017"
"2720514","@AmazonHelp Non, c'est moi qui vous remercie. Quand ça ne va pas, on proteste et on a raison de le faire. Mais quand ça va très bien, il faut aussi le dire. Article parfaitement emballé, par ailleurs.","@739514 Ah c'est super ! 😍 et ce cela nous fait vraiment plaisir. Sinon, préférerez-vous quelle boutique sur notre site ? ^SB","2720515","Mon Nov 20 09:35:47 +0000 2017"
"86047","@AmazonHelp so Amazon doesn't own any responsibility for the delay? Why it's me who should always follow up and not Amazon? Quite a pathetic response from your customer service representative. https://t.co/Ql5AOZbWkf","@134788 I'm so sorry for the poor experience! We don't have account/order access via Twitter, but we'd like to help. To clarify, what does the current tracking show? Was delivery ever attempted, or has there been a delay? You can find tracking here: https://t.co/Y5jpI9gRhE ^KN","86047","Thu Nov 30 13:46:56 +0000 2017"
"1953306","@AmazonHelp Amazon shipping!","@259082 We want to take a closer look at this. Please reach out to us here so you can speak with our Logistics team: https://t.co/JzP7hlA23B ^MJ","1953307","Thu Nov 16 12:37:13 +0000 2017"
"152031","@AmazonHelp Not a solution that I was overly happy with, no","@150740 I've enabled DM at the bottom of this message. We'd like to talk through this to see if we can help! ^KJ https://t.co/1XyLaGkcaN","152029","Fri Nov 24 16:34:57 +0000 2017"
"2877116","@115821 Weird how @81 and @115817 never had a problem delivering packages to my house but this new AMZL US way of shipping has had a problem every time. Its almost as if ""ubering"" packages to peoples houses in random cars isn't the best method. Probs waaaay cheaper though!","@231859 I'm sorry your order wasn't delivered as expected! We'd like to look into this for you and escalate carrier feedback on your behalf! When you have a moment, pass us your details below and we'll look into this for you: https://t.co/31aQxnfHU5 ^BN","2877117","Tue Nov 28 06:11:06 +0000 2017"
"2452833","@AmazonHelp There is an offer going on through Vodafone so to get that offer I have to buy through Amazon prime app only.","@702767 I understand your concern, Rohit. Please report this to our team here: https://t.co/TdDksLo6Mf &amp; we'll look into this. ^HD","2452831","Sun Oct 29 18:31:27 +0000 2017"
"200003","@AmazonHelp Says it was sold by apex_media and they only plan on refunding the rental charge, not the $100 they charged us for.","@163185 Our team would like to take a closer look at this for you, please send us your info here: https://t.co/oNzzdA0Pd0 ^TM","200004","Wed Oct 04 19:50:29 +0000 2017"
"1608623","11/1の自分の誕生日もプレゼントもらって初めて気がついたくらいなので、旦那の誕生日のプレゼントを用意しておらず、慌ててAmazonでポチリました笑 prime会員でよかった笑","@493958 お二人ともお誕生日おめでとうございます♪ (*≧∀≦)人(≧∀≦*)♪ プレゼントの到着が間に合ったようでなによりでございました～♪ (*^^*) TN","1608623","Sun Nov 05 10:08:20 +0000 2017"
"136965","@AmazonHelp We did but we haven't received an answer that's why I communicated with you!","@146892 Please be assured that the service in question will contact you by e-mail to inform you of the status of your account. ^ME","136964","Fri Nov 24 14:18:06 +0000 2017"
"2824723","@AmazonHelp It's out for delivery but the locker is still full...slim chance it will be able to fit in I say. Getting ridiculous as it's been out for delivery since Friday and the locker has been full since then","@786976 Have you contacted us directly about this? What was advised?^PK","2824725","Mon Nov 27 09:25:07 +0000 2017"
"977282","@117634 @137341 not sure if it was old or new feature but love the export notes feature of kindle. Great job team 👍","@351785 Glad to know you loved it. Thanks for letting us know. :) ^HK","977282","Sun Oct 22 04:32:49 +0000 2017"
"1319919","How can something that costs $65 be Rs. 30 k on @115850 
When the best hit India they turn to defecation. @115821","@428207 Could you please elaborate your concern, Anand? ^AP","1319919","Fri Oct 27 08:23:12 +0000 2017"
"1389141","@AmazonHelp Check out ur mail and my reply below. It is a update not resolution. I want resolution not excuses #checkouthowamazonreplies https://t.co/7cdQQ3f31Z","@322303 I get you being upset. However, please reply to the email that you've received and our team will assist accordingly. ^MS","1389138","Sat Oct 28 15:53:15 +0000 2017"
"994238","@115830 One says out for delivery, but it said that yesterday and didn’t arrive and the other just on the way.","@319104 Please get in touch here: https://t.co/JzP7hlA23B and we'll look into this for you. ^RL","836450","Sat Oct 14 12:23:49 +0000 2017"
"742475","@130709 imposible contactar con su delegación. Todo el dia en casa esperando un envío de @AmazonHelp ...","@297525 Hola Ula, lamento el inconveniente. Recuerda que también puedes reportarlo con nuestro Servicio al Cliente. ^MB","742475","Wed Oct 11 15:22:45 +0000 2017"
"1427909","@AmazonHelp But its the 6th already and I haven't received the code yet. The game comes out tomorrow for delux edition owners","@451684 I'm sorry for the wait. Have you checked your messages for a benefit confirmation e-mail here: https://t.co/O5s7ysffUe? ^AN","1427914","Mon Nov 06 15:32:23 +0000 2017"
"122722","@AmazonHelp Done","@143382 We can't gain access to your account details via Twitter. Could you confirm sharing your details in the link provided above? ^KA","122723","Thu Nov 23 16:00:19 +0000 2017"
"2813467","@AmazonHelp meus bebês, Príncipe e princesa mecânica pra completar a coleção da tia Cassie https://t.co/6IomJ8iJj2","@784457 Opa, que livros legais! Eles vão ficar bem bonitinhos na sua estante! 😍 ^CR","2813466","Mon Nov 27 02:20:13 +0000 2017"
"2343960","@AmazonHelp Please Do Something","@677882 Please don't worry. Connect with our support team through the link provided earlier for better assistance on it. ^KH","2343959","Tue Nov 14 15:49:47 +0000 2017"
"2126795","Okay @115821 , #prime is now such a crapshoot on whether “Guaranteed” means “Guaranteed” - more than half my order sposed to be here yesterday, but coming tomorrow. #lackofservice","@466298 Has your order missed the estimated delivery date: https://t.co/q4LAMZ3tbE? If so, contact us: https://t.co/EKXRLsnxJu. ^AF","2126795","Wed Nov 08 18:24:35 +0000 2017"
"2913185","Probando el @116928 #firestick tv basic... ¡Una maravilla! #estoyencantado #FelizMartes #cacharrofriky https://t.co/JEyZ7PU9ig","@806448 ¡Hola Pedro! ¡Nos alegra saberlo! Esperamos que puedas contarnos luego cómo ha sido tu experiencia y si has encontrado alguna buena opción del cátalogo. ¡Saludos!  ^PC","2913185","Tue Nov 28 22:24:56 +0000 2017"
"1700039","@AmazonHelp just got notice that carrier was unable to deliver to an amazon locker. Can you help? Really need this item today.","@515553 I'm sorry your package hasn't been delivered! Who's the carrier shown here: https://t.co/hApLpM3Ejd? ^JM","1700039","Mon Nov 06 21:00:27 +0000 2017"
"1001031","@119625 When will you add Mr. Robot Season 3?","@356988 We haven't made any announcement yet, Aakash. Please stay tuned to the Prime video website/app for updates. ^MS","1001031","Sat Oct 14 12:21:33 +0000 2017"
"2113052","@115821 Hi This is Anil Kumar G I return one product on 12 Oct 17 due to not working vide Amazon order number 404-9977475-2671535 but till now I don’t get product acceptance confirmation and refund status. I cantact Amazon several time through Phone and Mail there is no response","@623097 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. 1/2 ^AB","2113052","Thu Oct 19 04:13:08 +0000 2017"
"584600","Don't ever order anything from @115830 they've taken 2 lots of 'prime' £7.99 then a further £1 out of my account when I've never agreed nor asked for prime. JOKERS!!","@257951 I'm sorry to hear that! That's definitely not our intention. Have you been able to talk to anyone on our customer support team to straighten it out? ^DY","584600","Sun Dec 03 14:22:42 +0000 2017"
"534236","@AmazonHelp blatantly not resolved, hence tweet. i give up!","@243733 Hi Vicki, for your security we can't access your account here. We'd like to see this sorted out for you. Has a replacement order been arranged? ^TS","534237","Sat Dec 02 11:44:51 +0000 2017"
"275833","@amazonhelp sent","@181892 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN","275832","Sat Oct 07 11:26:01 +0000 2017"
"2191007","@AmazonHelp They did arrive, the outer cardboard looked like it had hastily been put together, and the rain was seeping through it.","@123602 Have you had a chance to reach out to us by phone so we can investigate this further with you: https://t.co/qy3J24VGxb? ^GR","2191006","Thu Oct 19 14:22:33 +0000 2017"
"2599540","@AmazonHelp I have been writing. I know that there will be no resolution. Your inefficient seller support will never do anything favorable for sellers. #HearUsAmazon","@735913 I'm sorry for the trouble. Kindly reach out to our seller support team here:https://t.co/hITbmQzz2y as they'd be the best team to help you with this. Appreciate your understanding. ^EM","2599539","Fri Nov 17 05:59:02 +0000 2017"
"2628808","So Amazon Seller Central is broken. I can't log into my account. It has me in a cycle of sign-in, and because I can't sign in, I can't contact customer support. 

#amazonfail","@742453 I'm sorry for the frustration! Have you received an e-mail from us regarding your account? If not, please try clearing your cache and cookies, close down your browser, reopen it and log in.  ^AC","2628808","Fri Nov 17 17:28:58 +0000 2017"
"2891917","@AmazonHelp How come I can’t use my £10 promotional credit you gave me to buy a gift card! How daft is that!?","@557584 Hello, Nick. You can find out about the terms and conditions of promotional credits here: https://t.co/ORRrEfHKat ^MW","2891917","Tue Nov 28 14:57:15 +0000 2017"
"594564","@amazonhelp Just had to order a replacement mattress because one I ordered on Blk friday weren't delivered. What's the point of being a #PrimeMember? You guys set the dates, is this a @UPSHelp prob? #WhereIsMyStuff #WhyDoIHaveToReplaceIt #SupplyChainProblem #NeedHelpOntheLastMile","@260857 I'm so sorry for the frustration, Natalia. Were you refunded for the original order? ^VF","594564","Sun Dec 03 18:15:57 +0000 2017"
"2363229","@AmazonHelp As a matter of fact the email confirmation just came through and now it's coming Weds, not Tuesday like we were told on the phone. So our 1 day ship item will be here 5 days after we ordered it.","@682325 Do you have a link to the item you ordered? I'd like to see if we can determine the reason for the long wait. ^AM","2363227","Mon Nov 13 22:23:04 +0000 2017"
"433011","@AmazonHelp They 2 provide scripted replies like u. If u cant deliver, y commit? y gv a fake update rather thn admitting d deficiency in ur services?","@217605 Apologies for the ordeal Karthik. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN","433010","Tue Oct 10 15:57:20 +0000 2017"
"2580495","@115821 transformado la experiencia de compra llevándola a otro nivel.  #NED2017","@731400 ¡Hola Cristy! ¡ Que lindas tus palabras!, cuéntanos, ¿qué fue lo ultimo que has comprado en nuestro sitio web? ^DS","2580495","Thu Nov 16 22:26:30 +0000 2017"
"947330","@AmazonHelp I understand it's a busy period but leaving my parcel with contents worth over £100 outside in plain view for anyone to take is unacceptable! https://t.co/Q8HaJJaFzo","@344658 I'm really sorry about it!  Do you have safe place instructions set up on the account? ^AT","947330","Sat Nov 25 16:41:36 +0000 2017"
"1568781","@115850 what kind of service.no cash back &amp; reply from last 1 yr.submitted all proof documents but still Amazon does not bother to reply.","@483648 at once. Please reply to our correspondence sent from our specialist team. (2/2)^HR","1568781","Tue Oct 17 05:24:40 +0000 2017"
"2144486","@AmazonHelp @115821 hey amazon, why was my package not able to be delivered today?","@119979 I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is? ^EB","2144486","Wed Nov 08 23:31:35 +0000 2017"
"1379135","@AmazonHelp @181310 ich versteh's nicht! / I don't understand... https://t.co/3Ru2inFm9m","@314567 Nur noch ein paar Tage, dann kannst du Folge vier bei uns ansehen. ;) Gruß ^TA","1379135","Sat Oct 28 00:51:02 +0000 2017"
"2596337","@AmazonHelp Just too much delivery cost.","@735143 Is the item you are wishing to order shipped by Amazon or by a 3rd party seller?","2596336","Fri Nov 17 04:26:41 +0000 2017"
"526130","オウオウオウamazonさんよぉ！！！！！！！！！！
商品の到着がよォ！！！！！おせーんじゃねーかオウオウオウ！！！！","@241735 失礼いたします、Amazonです。本日までお届け予定の商品でしょうか。注文履歴：https://t.co/y9EDacCQEE  心待ちにしていただいているところ恐れ入りますが、時間指定でご注文いただいていない場合は、本日いっぱいお待ちいただきますようお願いいたします。RI","526130","Sat Dec 02 06:38:20 +0000 2017"
"1041238","@AmazonHelp Shittiest customer service ever.","@366269 Appreciate your patience and understanding.  2/2 ^SB","1041240","Sat Oct 28 12:21:56 +0000 2017"
"520703","@115821 @AmazonHelp @115830 @123644 you India office voiding globule policies. Two times in a row Feeling cheated. Need help.","@240204 Apologies for any inconvenience you had with us. Could you please elaborate and we will help you. ^AH","520703","Sat Dec 02 02:58:21 +0000 2017"
"1428265","@AmazonHelp I just wanna know if you guys are gonna ship my package or not because it was supposed to send yesterday and keeps saying revise payment","@451778 That's not good! You can view how to fix payment issues with us here: https://t.co/0H9haR3EgN ^KP","1428263","Thu Nov 02 14:47:05 +0000 2017"
"182599","My parcel has been ""out for delivery"" for nearly 8 hours, where is it and when will it be here😫 @AmazonHelp","@158939 I'm sorry for the wait! Deliveries are made until 21:00. Please let us know if it doesn't arrive by then. ^WJ","182599","Wed Oct 04 17:14:22 +0000 2017"
"180010","@AmazonHelp I've contacted them by chat 3 times, at different times, they said it's status is ""delivered"" , but nothing came through my letterbox/mailbo","@158369 Thanks for letting us know. Were we able to offer any options regarding the order? ^JO","180009","Wed Oct 04 15:00:19 +0000 2017"
"622456","@AmazonHelp I paid for 1day shipping with 1 item...and i pay $99 a year for prime to get 2 day shipping eith the other items....none of which happened. Why should I bother continuing? Everytime AMZL handles my pkgs, there is a problem.","@267743 We'd like to look into this for you. Please send us your information and any additional details about the order here: https://t.co/Nqp4ro9u3u ^LI","622457","Wed Nov 22 17:39:06 +0000 2017"
"1197945","I love California, but... @AmazonHelp why can't I ship this amazing hammerhead shark shaped wine opener to SF??? https://t.co/W7Jqd9iXA5","@199445 I'm sorry we're not able to ship the wine opener. You can read more about shipping restrictions here: https://t.co/cJYTKczVtV ^DG","1197945","Wed Oct 25 02:58:32 +0000 2017"
"920655","Even @115850 is taking Hindi promotion movement, Calling customer service in Tamil they started speaking in Hindi happens around 6-8 times","@338538 Sorry for the miscommunication. This is definitely not what we want our customers to experience. 1/2 ^RS","920655","Sat Oct 21 04:19:12 +0000 2017"
"611196","@115821 @115830  @AmazonHelp As a student with a dying laptop I ordered a new Dell inspirion off of your site believing in your good customer service. Instead what has happened is that I firstly received duracell batteries, and when asked for a replacement then received...","@265290 Sorry to hear about this issue. Have you contacted us here:  https://t.co/JzP7hlA23B to see what options we have available?^MI","611196","Wed Nov 22 12:55:51 +0000 2017"
"816337","@115850 @AmazonHelp - Just received my order today! Pny be-740 power bank, full of scratches and looks used https://t.co/shKyoITbUz","@314397 Apologies, Sumant. Request you to report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK","816337","Thu Oct 12 16:42:32 +0000 2017"
"2488924","@AmazonHelp Bonjour, 
J'aimerai acheter Elgato HD60 là il est à 129 € : https://t.co/5btDKkKwNu

Cependant quand je l'ajoute au panier : 
https://t.co/db3OC6gLLq
Comment faire ?","@710766 Bonjour Geoffrey, il s'agit d'une vente flash, vous deviez valider votre commande dans un délai de 15 minutes, sans quoi l'offre expirera et le prix normal pour cet article sera alors affiché dans votre panier. ^ASZ","2488925","Sun Nov 26 19:07:50 +0000 2017"
"378679","@AmazonHelp u HV scheduled for return Pickup Saturday Sunday and then Today and no one came!!! What is this?","@184637 Please drop your details here: https://t.co/s01N3rdseK, we'll check and get back with an update. ^HT","378679","Mon Oct 09 04:48:43 +0000 2017"
